2018-11-28-19-29-1    UserID [94]    Transaction Complete 
2018-11-28-19-29-1    UserID [82]    Transaction Complete 
2018-11-28-19-29-1    UserID [85]    Transaction Complete 
2018-11-28-19-29-1    UserID [93]    Transaction Complete 
2018-11-28-19-29-1    UserID [16]    Transaction Complete 
2018-11-28-19-29-1    UserID [59]    Transaction Complete 
2018-11-28-19-29-1    UserID [31]    Transaction Complete 
2018-11-28-19-29-1    UserID [11]    Transaction Complete 
2018-11-28-19-29-1    UserID [43]    Transaction Complete 
2018-11-28-19-29-1    UserID [3]    Transaction Complete 
2018-11-28-19-29-1    UserID [61]    Transaction Complete 
2018-11-28-19-29-1    UserID [90]    Transaction Complete 
2018-11-28-19-29-1    UserID [77]    Transaction Complete 
2018-11-28-19-29-1    UserID [92]    Transaction Complete 
2018-11-28-19-29-1    UserID [81]    Transaction Complete 
2018-11-28-19-29-1    UserID [62]    Transaction Complete 
2018-11-28-19-29-1    UserID [42]    Transaction Complete 
2018-11-28-19-29-1    UserID [12]    Transaction Complete 
2018-11-28-19-29-1    UserID [38]    Transaction Complete 
2018-11-28-19-29-1    UserID [84]    Transaction Complete 
2018-11-28-19-29-1    UserID [13]    Transaction Complete 
2018-11-28-19-29-1    UserID [33]    Transaction Complete 
2018-11-28-19-29-1    UserID [80]    Transaction Complete 
2018-11-28-19-29-1    UserID [24]    Transaction Complete 
2018-11-28-19-29-1    UserID [28]    Transaction Complete 
2018-11-28-19-29-1    UserID [35]    Transaction Complete 
2018-11-28-19-29-1    UserID [25]    Transaction Complete 
2018-11-28-19-29-1    UserID [54]    Transaction Complete 
2018-11-28-19-29-1    UserID [46]    Transaction Complete 
2018-11-28-19-29-1    UserID [23]    Transaction Complete 
2018-11-28-19-29-1    UserID [48]    Transaction Complete 
2018-11-28-19-29-2    UserID [47]    Transaction Complete 
2018-11-28-19-29-2    UserID [88]    Transaction Complete 
2018-11-28-19-29-2    UserID [86]    Transaction Complete 
2018-11-28-19-29-2    UserID [44]    Transaction Complete 
2018-11-28-19-29-2    UserID [76]    Transaction Complete 
2018-11-28-19-29-2    UserID [74]    Transaction Complete 
2018-11-28-19-29-2    UserID [91]    Transaction Complete 
2018-11-28-19-29-2    UserID [30]    Transaction Complete 
2018-11-28-19-29-2    UserID [7]    Transaction Complete 
2018-11-28-19-29-2    UserID [49]    Transaction Complete 
2018-11-28-19-29-2    UserID [20]    Transaction Complete 
2018-11-28-19-29-2    UserID [87]    Transaction Complete 
2018-11-28-19-29-2    UserID [22]    Transaction Complete 
2018-11-28-19-29-2    UserID [57]    Transaction Complete 
2018-11-28-19-29-2    UserID [39]    Transaction Complete 
2018-11-28-19-29-2    UserID [16]    Transaction Complete 
2018-11-28-19-29-2    UserID [69]    Transaction Complete 
2018-11-28-19-29-2    UserID [29]    Transaction Complete 
2018-11-28-19-29-2    UserID [6]    Transaction Complete 
2018-11-28-19-29-2    UserID [65]    Transaction Complete 
2018-11-28-19-29-2    UserID [8]    Transaction Complete 
2018-11-28-19-29-2    UserID [9]    Transaction Complete 
2018-11-28-19-29-2    UserID [72]    Transaction Complete 
2018-11-28-19-29-2    UserID [73]    Transaction Complete 
2018-11-28-19-29-2    UserID [26]    Transaction Complete 
2018-11-28-19-29-2    UserID [51]    Transaction Complete 
2018-11-28-19-29-2    UserID [18]    Transaction Complete 
2018-11-28-19-29-2    UserID [67]    Transaction Complete 
2018-11-28-19-29-2    UserID [41]    Transaction Complete 
2018-11-28-19-29-2    UserID [71]    Transaction Complete 
2018-11-28-19-29-2    UserID [98]    Transaction Complete 
2018-11-28-19-29-2    UserID [2]    Transaction Complete 
2018-11-28-19-29-2    UserID [95]    Transaction Complete 
2018-11-28-19-29-2    UserID [14]    Transaction Complete 
2018-11-28-19-29-2    UserID [15]    Transaction Complete 
2018-11-28-19-29-2    UserID [89]    Transaction Complete 
2018-11-28-19-29-2    UserID [83]    Transaction Complete 
2018-11-28-19-29-2    UserID [32]    Transaction Complete 
2018-11-28-19-29-2    UserID [45]    Transaction Complete 
2018-11-28-19-29-2    UserID [55]    Transaction Complete 
2018-11-28-19-29-2    UserID [78]    Transaction Complete 
2018-11-28-19-29-2    UserID [82]    Transaction Complete 
2018-11-28-19-29-2    UserID [36]    Transaction Complete 
2018-11-28-19-29-3    UserID [70]    Transaction Complete 
2018-11-28-19-29-3    UserID [81]    Transaction Complete 
2018-11-28-19-29-3    UserID [63]    Transaction Complete 
2018-11-28-19-29-3    UserID [99]    Transaction Complete 
2018-11-28-19-29-3    UserID [93]    Transaction Complete 
2018-11-28-19-29-3    UserID [21]    Transaction Complete 
2018-11-28-19-29-3    UserID [4]    Transaction Complete 
2018-11-28-19-29-3    UserID [94]    Transaction Complete 
2018-11-28-19-29-3    UserID [52]    Transaction Complete 
2018-11-28-19-29-3    UserID [19]    Transaction Complete 
2018-11-28-19-29-3    UserID [10]    Transaction Complete 
2018-11-28-19-29-3    UserID [42]    Transaction Complete 
2018-11-28-19-29-3    UserID [54]    Transaction Complete 
2018-11-28-19-29-3    UserID [50]    Transaction Complete 
2018-11-28-19-29-3    UserID [12]    Transaction Complete 
2018-11-28-19-29-3    UserID [56]    Transaction Complete 
2018-11-28-19-29-3    UserID [53]    Transaction Complete 
2018-11-28-19-29-3    UserID [64]    Transaction Complete 
2018-11-28-19-29-3    UserID [33]    Transaction Complete 
2018-11-28-19-29-3    UserID [7]    Transaction Complete 
2018-11-28-19-29-3    UserID [37]    Transaction Complete 
2018-11-28-19-29-3    UserID [68]    Transaction Complete 
2018-11-28-19-29-3    UserID [96]    Transaction Complete 
2018-11-28-19-29-3    UserID [27]    Transaction Complete 
2018-11-28-19-29-3    UserID [43]    Transaction Complete 
2018-11-28-19-29-3    UserID [88]    Transaction Complete 
2018-11-28-19-29-3    UserID [1]    Transaction Complete 
2018-11-28-19-29-3    UserID [13]    Transaction Complete 
2018-11-28-19-29-3    UserID [74]    Transaction Complete 
2018-11-28-19-29-3    UserID [66]    Transaction Complete 
2018-11-28-19-29-3    UserID [80]    Transaction Complete 
2018-11-28-19-29-3    UserID [85]    Transaction Complete 
2018-11-28-19-29-3    UserID [49]    Transaction Complete 
2018-11-28-19-29-3    UserID [24]    Transaction Complete 
2018-11-28-19-29-3    UserID [58]    Transaction Complete 
2018-11-28-19-29-3    UserID [5]    Transaction Complete 
2018-11-28-19-29-3    UserID [48]    Transaction Complete 
2018-11-28-19-29-3    UserID [16]    Transaction Complete 
2018-11-28-19-29-3    UserID [46]    Transaction Complete 
2018-11-28-19-29-3    UserID [35]    Transaction Complete 
2018-11-28-19-29-3    UserID [61]    Transaction Complete 
2018-11-28-19-29-3    UserID [79]    Transaction Complete 
2018-11-28-19-29-4    UserID [76]    Transaction Complete 
2018-11-28-19-29-4    UserID [90]    Transaction Complete 
2018-11-28-19-29-4    UserID [77]    Transaction Complete 
2018-11-28-19-29-4    UserID [57]    Transaction Complete 
2018-11-28-19-29-4    UserID [29]    Transaction Complete 
2018-11-28-19-29-4    UserID [59]    Transaction Complete 
2018-11-28-19-29-4    UserID [75]    Transaction Complete 
2018-11-28-19-29-4    UserID [39]    Transaction Complete 
2018-11-28-19-29-4    UserID [65]    Transaction Complete 
2018-11-28-19-29-4    UserID [89]    Transaction Complete 
2018-11-28-19-29-4    UserID [0]    Transaction Complete 
2018-11-28-19-29-4    UserID [97]    Transaction Complete 
2018-11-28-19-29-4    UserID [4]    Transaction Complete 
2018-11-28-19-29-4    UserID [44]    Transaction Complete 
2018-11-28-19-29-4    UserID [92]    Transaction Complete 
2018-11-28-19-29-4    UserID [84]    Transaction Complete 
2018-11-28-19-29-4    UserID [72]    Transaction Complete 
2018-11-28-19-29-4    UserID [25]    Transaction Complete 
2018-11-28-19-29-4    UserID [11]    Transaction Complete 
2018-11-28-19-29-4    UserID [51]    Transaction Complete 
2018-11-28-19-29-4    UserID [70]    Transaction Complete 
2018-11-28-19-29-4    UserID [23]    Transaction Complete 
2018-11-28-19-29-4    UserID [40]    Transaction Complete 
2018-11-28-19-29-4    UserID [67]    Transaction Complete 
2018-11-28-19-29-4    UserID [36]    Transaction Complete 
2018-11-28-19-29-4    UserID [86]    Transaction Complete 
2018-11-28-19-29-4    UserID [47]    Transaction Complete 
2018-11-28-19-29-4    UserID [60]    Transaction Complete 
2018-11-28-19-29-4    UserID [27]    Transaction Complete 
2018-11-28-19-29-4    UserID [93]    Transaction Complete 
2018-11-28-19-29-4    UserID [38]    Transaction Complete 
2018-11-28-19-29-4    UserID [9]    Transaction Complete 
2018-11-28-19-29-4    UserID [8]    Transaction Complete 
2018-11-28-19-29-4    UserID [34]    Transaction Complete 
2018-11-28-19-29-4    UserID [18]    Transaction Complete 
2018-11-28-19-29-4    UserID [55]    Transaction Complete 
2018-11-28-19-29-4    UserID [26]    Transaction Complete 
2018-11-28-19-29-4    UserID [20]    Transaction Complete 
2018-11-28-19-29-5    UserID [69]    Transaction Complete 
2018-11-28-19-29-5    UserID [10]    Transaction Complete 
2018-11-28-19-29-5    UserID [3]    Transaction Complete 
2018-11-28-19-29-5    UserID [28]    Transaction Complete 
2018-11-28-19-29-5    UserID [98]    Transaction Complete 
2018-11-28-19-29-5    UserID [81]    Transaction Complete 
2018-11-28-19-29-5    UserID [21]    Transaction Complete 
2018-11-28-19-29-5    UserID [91]    Transaction Complete 
2018-11-28-19-29-5    UserID [31]    Transaction Complete 
2018-11-28-19-29-5    UserID [54]    Transaction Complete 
2018-11-28-19-29-5    UserID [64]    Transaction Complete 
2018-11-28-19-29-5    UserID [71]    Transaction Complete 
2018-11-28-19-29-5    UserID [68]    Transaction Complete 
2018-11-28-19-29-5    UserID [35]    Transaction Complete 
2018-11-28-19-29-5    UserID [2]    Transaction Complete 
2018-11-28-19-29-5    UserID [96]    Transaction Complete 
2018-11-28-19-29-5    UserID [62]    Transaction Complete 
2018-11-28-19-29-5    UserID [59]    Transaction Complete 
2018-11-28-19-29-5    UserID [39]    Transaction Complete 
2018-11-28-19-29-5    UserID [85]    Transaction Complete 
2018-11-28-19-29-5    UserID [30]    Transaction Complete 
2018-11-28-19-29-5    UserID [41]    Transaction Complete 
2018-11-28-19-29-5    UserID [17]    Transaction Complete 
2018-11-28-19-29-5    UserID [56]    Transaction Complete 
2018-11-28-19-29-5    UserID [53]    Transaction Complete 
2018-11-28-19-29-5    UserID [73]    Transaction Complete 
2018-11-28-19-29-5    UserID [90]    Transaction Complete 
2018-11-28-19-29-5    UserID [45]    Transaction Complete 
2018-11-28-19-29-5    UserID [22]    Transaction Complete 
2018-11-28-19-29-5    UserID [33]    Transaction Complete 
2018-11-28-19-29-5    UserID [46]    Transaction Complete 
2018-11-28-19-29-5    UserID [78]    Transaction Complete 
2018-11-28-19-29-5    UserID [99]    Transaction Complete 
2018-11-28-19-29-5    UserID [66]    Transaction Complete 
2018-11-28-19-29-5    UserID [0]    Transaction Complete 
2018-11-28-19-29-5    UserID [42]    Transaction Complete 
2018-11-28-19-29-5    UserID [6]    Transaction Complete 
2018-11-28-19-29-5    UserID [7]    Transaction Complete 
2018-11-28-19-29-5    UserID [5]    Transaction Complete 
2018-11-28-19-29-5    UserID [87]    Transaction Complete 
2018-11-28-19-29-5    UserID [86]    Transaction Complete 
2018-11-28-19-29-6    UserID [37]    Transaction Complete 
2018-11-28-19-29-6    UserID [16]    Transaction Complete 
2018-11-28-19-29-6    UserID [83]    Transaction Complete 
2018-11-28-19-29-6    UserID [92]    Transaction Complete 
2018-11-28-19-29-6    UserID [19]    Transaction Complete 
2018-11-28-19-29-6    UserID [63]    Transaction Complete 
2018-11-28-19-29-6    UserID [77]    Transaction Complete 
2018-11-28-19-29-6    UserID [75]    Transaction Complete 
2018-11-28-19-29-6    UserID [9]    Transaction Complete 
2018-11-28-19-29-6    UserID [51]    Transaction Complete 
2018-11-28-19-29-6    UserID [24]    Transaction Complete 
2018-11-28-19-29-6    UserID [58]    Transaction Complete 
2018-11-28-19-29-6    UserID [72]    Transaction Complete 
2018-11-28-19-29-6    UserID [97]    Transaction Complete 
2018-11-28-19-29-6    UserID [94]    Transaction Complete 
2018-11-28-19-29-6    UserID [14]    Transaction Complete 
2018-11-28-19-29-6    UserID [76]    Transaction Complete 
2018-11-28-19-29-6    UserID [79]    Transaction Complete 
2018-11-28-19-29-6    UserID [4]    Transaction Complete 
2018-11-28-19-29-6    UserID [61]    Transaction Complete 
2018-11-28-19-29-6    UserID [29]    Transaction Complete 
2018-11-28-19-29-6    UserID [80]    Transaction Complete 
2018-11-28-19-29-6    UserID [65]    Transaction Complete 
2018-11-28-19-29-6    UserID [82]    Transaction Complete 
2018-11-28-19-29-6    UserID [12]    Transaction Complete 
2018-11-28-19-29-6    UserID [47]    Transaction Complete 
2018-11-28-19-29-6    UserID [27]    Transaction Complete 
2018-11-28-19-29-6    UserID [88]    Transaction Complete 
2018-11-28-19-29-6    UserID [95]    Transaction Complete 
2018-11-28-19-29-6    UserID [91]    Transaction Complete 
2018-11-28-19-29-6    UserID [43]    Transaction Complete 
2018-11-28-19-29-6    UserID [89]    Transaction Complete 
2018-11-28-19-29-6    UserID [74]    Transaction Complete 
2018-11-28-19-29-6    UserID [55]    Transaction Complete 
2018-11-28-19-29-6    UserID [25]    Transaction Complete 
2018-11-28-19-29-6    UserID [8]    Transaction Complete 
2018-11-28-19-29-6    UserID [1]    Transaction Complete 
2018-11-28-19-29-6    UserID [50]    Transaction Complete 
2018-11-28-19-29-7    UserID [84]    Transaction Complete 
2018-11-28-19-29-7    UserID [45]    Transaction Complete 
2018-11-28-19-29-7    UserID [36]    Transaction Complete 
2018-11-28-19-29-7    UserID [32]    Transaction Complete 
2018-11-28-19-29-7    UserID [35]    Transaction Complete 
2018-11-28-19-29-7    UserID [44]    Transaction Complete 
2018-11-28-19-29-7    UserID [98]    Transaction Complete 
2018-11-28-19-29-7    UserID [69]    Transaction Complete 
2018-11-28-19-29-7    UserID [38]    Transaction Complete 
2018-11-28-19-29-7    UserID [13]    Transaction Complete 
2018-11-28-19-29-7    UserID [39]    Transaction Complete 
2018-11-28-19-29-7    UserID [3]    Transaction Complete 
2018-11-28-19-29-7    UserID [15]    Transaction Complete 
2018-11-28-19-29-7    UserID [26]    Transaction Complete 
2018-11-28-19-29-7    UserID [73]    Transaction Complete 
2018-11-28-19-29-7    UserID [70]    Transaction Complete 
2018-11-28-19-29-7    UserID [90]    Transaction Complete 
2018-11-28-19-29-7    UserID [11]    Transaction Complete 
2018-11-28-19-29-7    UserID [20]    Transaction Complete 
2018-11-28-19-29-7    UserID [2]    Transaction Complete 
2018-11-28-19-29-7    UserID [28]    Transaction Complete 
2018-11-28-19-29-7    UserID [78]    Transaction Complete 
2018-11-28-19-29-7    UserID [81]    Transaction Complete 
2018-11-28-19-29-7    UserID [31]    Transaction Complete 
2018-11-28-19-29-7    UserID [85]    Transaction Complete 
2018-11-28-19-29-7    UserID [52]    Transaction Complete 
2018-11-28-19-29-7    UserID [68]    Transaction Complete 
2018-11-28-19-29-7    UserID [40]    Transaction Complete 
2018-11-28-19-29-7    UserID [46]    Transaction Complete 
2018-11-28-19-29-7    UserID [86]    Transaction Complete 
2018-11-28-19-29-7    UserID [94]    Transaction Complete 
2018-11-28-19-29-7    UserID [71]    Transaction Complete 
2018-11-28-19-29-7    UserID [10]    Transaction Complete 
2018-11-28-19-29-7    UserID [33]    Transaction Complete 
2018-11-28-19-29-7    UserID [77]    Transaction Complete 
2018-11-28-19-29-7    UserID [54]    Transaction Complete 
2018-11-28-19-29-7    UserID [42]    Transaction Complete 
2018-11-28-19-29-7    UserID [93]    Transaction Complete 
2018-11-28-19-29-7    UserID [7]    Transaction Complete 
2018-11-28-19-29-7    UserID [41]    Transaction Complete 
2018-11-28-19-29-7    UserID [67]    Transaction Complete 
2018-11-28-19-29-8    UserID [48]    Transaction Complete 
2018-11-28-19-29-8    UserID [18]    Transaction Complete 
2018-11-28-19-29-8    UserID [23]    Transaction Complete 
2018-11-28-19-29-8    UserID [82]    Transaction Complete 
2018-11-28-19-29-8    UserID [83]    Transaction Complete 
2018-11-28-19-29-8    UserID [16]    Transaction Complete 
2018-11-28-19-29-8    UserID [19]    Transaction Complete 
2018-11-28-19-29-8    UserID [62]    Transaction Complete 
2018-11-28-19-29-8    UserID [6]    Transaction Complete 
2018-11-28-19-29-8    UserID [66]    Transaction Complete 
2018-11-28-19-29-8    UserID [9]    Transaction Complete 
2018-11-28-19-29-8    UserID [59]    Transaction Complete 
2018-11-28-19-29-8    UserID [1]    Transaction Complete 
2018-11-28-19-29-8    UserID [5]    Transaction Complete 
2018-11-28-19-29-8    UserID [24]    Transaction Complete 
2018-11-28-19-29-8    UserID [58]    Transaction Complete 
2018-11-28-19-29-8    UserID [56]    Transaction Complete 
2018-11-28-19-29-8    UserID [32]    Transaction Complete 
2018-11-28-19-29-8    UserID [36]    Transaction Complete 
2018-11-28-19-29-8    UserID [64]    Transaction Complete 
2018-11-28-19-29-8    UserID [53]    Transaction Complete 
2018-11-28-19-29-8    UserID [22]    Transaction Complete 
2018-11-28-19-29-8    UserID [27]    Transaction Complete 
2018-11-28-19-29-8    UserID [76]    Transaction Complete 
2018-11-28-19-29-8    UserID [92]    Transaction Complete 
2018-11-28-19-29-8    UserID [96]    Transaction Complete 
2018-11-28-19-29-8    UserID [57]    Transaction Complete 
2018-11-28-19-29-8    UserID [50]    Transaction Complete 
2018-11-28-19-29-8    UserID [34]    Transaction Complete 
2018-11-28-19-29-8    UserID [70]    Transaction Complete 
2018-11-28-19-29-8    UserID [51]    Transaction Complete 
2018-11-28-19-29-8    UserID [61]    Transaction Complete 
2018-11-28-19-29-8    UserID [69]    Transaction Complete 
2018-11-28-19-29-8    UserID [95]    Transaction Complete 
2018-11-28-19-29-8    UserID [29]    Transaction Complete 
2018-11-28-19-29-8    UserID [0]    Transaction Complete 
2018-11-28-19-29-8    UserID [39]    Transaction Complete 
2018-11-28-19-29-8    UserID [74]    Transaction Complete 
2018-11-28-19-29-8    UserID [55]    Transaction Complete 
2018-11-28-19-29-9    UserID [12]    Transaction Complete 
2018-11-28-19-29-9    UserID [90]    Transaction Complete 
2018-11-28-19-29-9    UserID [86]    Transaction Complete 
2018-11-28-19-29-9    UserID [37]    Transaction Complete 
2018-11-28-19-29-9    UserID [4]    Transaction Complete 
2018-11-28-19-29-9    UserID [20]    Transaction Complete 
2018-11-28-19-29-9    UserID [79]    Transaction Complete 
2018-11-28-19-29-9    UserID [13]    Transaction Complete 
2018-11-28-19-29-9    UserID [63]    Transaction Complete 
2018-11-28-19-29-9    UserID [15]    Transaction Complete 
2018-11-28-19-29-9    UserID [43]    Transaction Complete 
2018-11-28-19-29-9    UserID [41]    Transaction Complete 
2018-11-28-19-29-9    UserID [99]    Transaction Complete 
2018-11-28-19-29-9    UserID [85]    Transaction Complete 
2018-11-28-19-29-9    UserID [49]    Transaction Complete 
2018-11-28-19-29-9    UserID [52]    Transaction Complete 
2018-11-28-19-29-9    UserID [11]    Transaction Complete 
2018-11-28-19-29-9    UserID [40]    Transaction Complete 
2018-11-28-19-29-9    UserID [84]    Transaction Complete 
2018-11-28-19-29-9    UserID [73]    Transaction Complete 
2018-11-28-19-29-9    UserID [2]    Transaction Complete 
2018-11-28-19-29-9    UserID [71]    Transaction Complete 
2018-11-28-19-29-9    UserID [14]    Transaction Complete 
2018-11-28-19-29-9    UserID [60]    Transaction Complete 
2018-11-28-19-29-9    UserID [28]    Transaction Complete 
2018-11-28-19-29-9    UserID [91]    Transaction Complete 
2018-11-28-19-29-9    UserID [98]    Transaction Complete 
2018-11-28-19-29-9    UserID [80]    Transaction Complete 
2018-11-28-19-29-9    UserID [35]    Transaction Complete 
2018-11-28-19-29-9    UserID [81]    Transaction Complete 
2018-11-28-19-29-9    UserID [65]    Transaction Complete 
2018-11-28-19-29-9    UserID [47]    Transaction Complete 
2018-11-28-19-29-9    UserID [31]    Transaction Complete 
2018-11-28-19-29-9    UserID [5]    Transaction Complete 
2018-11-28-19-29-9    UserID [8]    Transaction Complete 
2018-11-28-19-29-9    UserID [72]    Transaction Complete 
2018-11-28-19-29-9    UserID [97]    Transaction Complete 
2018-11-28-19-29-9    UserID [94]    Transaction Complete 
2018-11-28-19-29-9    UserID [46]    Transaction Complete 
2018-11-28-19-29-9    UserID [45]    Transaction Complete 
2018-11-28-19-29-9    UserID [53]    Transaction Complete 
2018-11-28-19-29-9    UserID [75]    Transaction Complete 
2018-11-28-19-29-9    UserID [10]    Transaction Complete 
2018-11-28-19-29-9    UserID [88]    Transaction Complete 
2018-11-28-19-29-9    UserID [3]    Transaction Complete 
2018-11-28-19-29-9    UserID [87]    Transaction Complete 
2018-11-28-19-29-9    UserID [19]    Transaction Complete 
2018-11-28-19-29-10    UserID [25]    Transaction Complete 
2018-11-28-19-29-10    UserID [17]    Transaction Complete 
2018-11-28-19-29-10    UserID [51]    Transaction Complete 
2018-11-28-19-29-10    UserID [23]    Transaction Complete 
2018-11-28-19-29-10    UserID [33]    Transaction Complete 
2018-11-28-19-29-10    UserID [16]    Transaction Complete 
2018-11-28-19-29-10    UserID [76]    Transaction Complete 
2018-11-28-19-29-10    UserID [44]    Transaction Complete 
2018-11-28-19-29-10    UserID [38]    Transaction Complete 
2018-11-28-19-29-10    UserID [89]    Transaction Complete 
2018-11-28-19-29-10    UserID [42]    Transaction Complete 
2018-11-28-19-29-10    UserID [7]    Transaction Complete 
2018-11-28-19-29-10    UserID [1]    Transaction Complete 
2018-11-28-19-29-10    UserID [56]    Transaction Complete 
2018-11-28-19-29-10    UserID [68]    Transaction Complete 
2018-11-28-19-29-10    UserID [82]    Transaction Complete 
2018-11-28-19-29-10    UserID [26]    Transaction Complete 
2018-11-28-19-29-10    UserID [32]    Transaction Complete 
